,Qname,Flag,Rname,Pos,MapQ,CIGAR,Organims
2449,NC_010407.1_111,145,NZ_CP021038.1,918708,23,150M,insidiosus_ATCC_10253
2450,NC_010407.1_112,97,NZ_CP021038.1,425667,24,150M,insidiosus_ATCC_10253
2451,NC_010407.1_112,145,NZ_CP021038.1,425547,24,150M,insidiosus_ATCC_10253
2452,NC_010407.1_81,97,NZ_CP021038.1,1042684,23,150M,insidiosus_ATCC_10253
2453,NC_010407.1_81,145,NZ_CP021038.1,1042567,23,4M3I143M,insidiosus_ATCC_10253
2454,NC_010407.1_84,73,NZ_CP021038.1,1575189,0,150M,insidiosus_ATCC_10253
2455,NC_010407.1_85,97,NZ_CP021038.1,223889,3,150M,insidiosus_ATCC_10253
2456,NC_010407.1_85,145,NZ_CP021038.1,223769,3,150M,insidiosus_ATCC_10253
2457,NC_010407.1_86,81,NZ_CP021038.1,1872316,8,150M,insidiosus_ATCC_10253
2458,NC_010407.1_86,161,NZ_CP021038.1,1872436,8,150M,insidiosus_ATCC_10253
2459,NC_010407.1_87,97,NZ_CP021038.1,2964200,0,150M,insidiosus_ATCC_10253
2460,NC_010407.1_87,145,NZ_CP021038.1,2964080,0,150M,insidiosus_ATCC_10253
2461,NC_010407.1_88,97,NZ_CP021038.1,881013,24,150M,insidiosus_ATCC_10253
2462,NC_010407.1_88,145,NZ_CP021038.1,880893,24,150M,insidiosus_ATCC_10253
2463,NC_010407.1_89,89,NZ_CP021038.1,1946054,0,150M,insidiosus_ATCC_10253
2464,NC_010407.1_90,97,NZ_CP021038.1,866045,24,150M,insidiosus_ATCC_10253
2465,NC_010407.1_90,145,NZ_CP021038.1,865925,24,150M,insidiosus_ATCC_10253
2466,NC_010407.1_91,97,NZ_CP021038.1,1589352,3,116M2I16M1D16M,insidiosus_ATCC_10253
2467,NC_010407.1_91,145,NZ_CP021038.1,1589232,3,150M,insidiosus_ATCC_10253
2468,NC_010407.1_92,81,NZ_CP021038.1,2783064,8,150M,insidiosus_ATCC_10253
2469,NC_010407.1_92,161,NZ_CP021038.1,2783184,8,150M,insidiosus_ATCC_10253
2470,NC_010407.1_93,97,NZ_CP021038.1,867517,8,150M,insidiosus_ATCC_10253
2471,NC_010407.1_93,145,NZ_CP021038.1,867397,8,150M,insidiosus_ATCC_10253
2472,NC_010407.1_94,81,NZ_CP021038.1,1084777,24,150M,insidiosus_ATCC_10253
2473,NC_010407.1_94,161,NZ_CP021038.1,1084897,24,150M,insidiosus_ATCC_10253
2474,NC_010407.1_95,97,NZ_CP021038.1,945353,3,150M,insidiosus_ATCC_10253
2475,NC_010407.1_95,145,NZ_CP021038.1,945233,3,150M,insidiosus_ATCC_10253
2476,NC_010407.1_96,73,NZ_CP021038.1,2517266,0,150M,insidiosus_ATCC_10253
2477,NC_010407.1_114,73,NZ_CP021038.1,1905617,0,150M,insidiosus_ATCC_10253
2478,NC_010407.1_115,81,NZ_CP021038.1,822507,23,150M,insidiosus_ATCC_10253
2479,NC_010407.1_115,161,NZ_CP021038.1,822627,23,150M,insidiosus_ATCC_10253
2480,NC_010407.1_118,97,NZ_CP021038.1,2956901,0,150M,insidiosus_ATCC_10253
2481,NC_010407.1_118,145,NZ_CP021038.1,2956781,0,150M,insidiosus_ATCC_10253
2482,NC_010407.1_119,73,NZ_CP021038.1,1322508,23,150M,insidiosus_ATCC_10253
2483,NC_010407.1_123,97,NZ_CP021038.1,160288,8,150M,insidiosus_ATCC_10253
2484,NC_010407.1_123,145,NZ_CP021038.1,160168,8,150M,insidiosus_ATCC_10253
2485,NC_010407.1_124,81,NZ_CP021038.1,1833937,24,150M,insidiosus_ATCC_10253
2486,NC_010407.1_124,161,NZ_CP021038.1,1834057,24,150M,insidiosus_ATCC_10253
2487,NC_010407.1_125,97,NZ_CP021038.1,1348903,24,150M,insidiosus_ATCC_10253
2488,NC_010407.1_125,145,NZ_CP021038.1,1348783,24,150M,insidiosus_ATCC_10253
2489,NC_010407.1_126,97,NZ_CP021038.1,102434,23,23M1D122M1D5M,insidiosus_ATCC_10253
2490,NC_010407.1_126,145,NZ_CP021038.1,102314,23,143M1D7M,insidiosus_ATCC_10253
2491,NC_010407.1_127,81,NZ_CP021038.1,1188335,24,150M,insidiosus_ATCC_10253
2492,NC_010407.1_127,161,NZ_CP021038.1,1188455,24,150M,insidiosus_ATCC_10253
2493,NC_010407.1_128,97,NZ_CP021038.1,1012860,24,150M,insidiosus_ATCC_10253
2494,NC_010407.1_128,145,NZ_CP021038.1,1012740,24,150M,insidiosus_ATCC_10253
2495,NC_010407.1_131,97,NZ_CP021038.1,2611584,23,150M,insidiosus_ATCC_10253
2496,NC_010407.1_131,145,NZ_CP021038.1,2611464,23,150M,insidiosus_ATCC_10253
2497,NC_010407.1_132,81,NZ_CP021038.1,2829681,42,150M,insidiosus_ATCC_10253
2498,NC_010407.1_132,161,NZ_CP021038.1,2829801,42,150M,insidiosus_ATCC_10253
2499,NC_010407.1_134,81,NZ_CP021038.1,2554393,24,150M,insidiosus_ATCC_10253
2500,NC_010407.1_134,161,NZ_CP021038.1,2554513,24,150M,insidiosus_ATCC_10253
2501,NC_010407.1_135,97,NZ_CP021038.1,1628140,42,78M3I69M,insidiosus_ATCC_10253
2502,NC_010407.1_135,145,NZ_CP021038.1,1628020,42,150M,insidiosus_ATCC_10253
2503,NC_010407.1_136,81,NZ_CP021038.1,520623,23,150M,insidiosus_ATCC_10253
2504,NC_010407.1_136,161,NZ_CP021038.1,520743,23,150M,insidiosus_ATCC_10253
2505,NC_010407.1_140,81,NZ_CP021038.1,1478868,3,150M,insidiosus_ATCC_10253
2506,NC_010407.1_140,161,NZ_CP021038.1,1478988,3,150M,insidiosus_ATCC_10253
2507,NC_010407.1_141,97,NZ_CP021038.1,1338774,0,150M,insidiosus_ATCC_10253
2508,NC_010407.1_141,145,NZ_CP021038.1,1338654,0,150M,insidiosus_ATCC_10253
2509,NC_010407.1_142,97,NZ_CP021038.1,964441,8,150M,insidiosus_ATCC_10253
2510,NC_010407.1_142,145,NZ_CP021038.1,964321,8,150M,insidiosus_ATCC_10253
2511,NC_010407.1_143,81,NZ_CP021038.1,2630383,3,150M,insidiosus_ATCC_10253
2512,NC_010407.1_143,161,NZ_CP021038.1,2630503,3,150M,insidiosus_ATCC_10253
2513,NC_010407.1_145,81,NZ_CP021038.1,1103805,0,150M,insidiosus_ATCC_10253
2514,NC_010407.1_145,161,NZ_CP021038.1,1103925,0,150M,insidiosus_ATCC_10253
2515,NC_010407.1_146,97,NZ_CP021038.1,1779298,42,150M,insidiosus_ATCC_10253
2516,NC_010407.1_146,145,NZ_CP021038.1,1779178,42,150M,insidiosus_ATCC_10253
2517,NC_010407.1_147,97,NZ_CP021038.1,1769108,24,150M,insidiosus_ATCC_10253
2518,NC_010407.1_147,145,NZ_CP021038.1,1768988,24,150M,insidiosus_ATCC_10253
2519,NC_010407.1_148,81,NZ_CP021038.1,2029841,3,69M1D22M2D59M,insidiosus_ATCC_10253
2520,NC_010407.1_148,161,NZ_CP021038.1,2029964,3,150M,insidiosus_ATCC_10253
2521,NC_010407.1_150,97,NZ_CP021038.1,2274998,24,150M,insidiosus_ATCC_10253
2522,NC_010407.1_150,145,NZ_CP021038.1,2274878,24,150M,insidiosus_ATCC_10253
2523,NC_010407.1_152,97,NZ_CP021038.1,743607,3,150M,insidiosus_ATCC_10253
2524,NC_010407.1_152,145,NZ_CP021038.1,743487,3,150M,insidiosus_ATCC_10253
2525,NC_010407.1_153,97,NZ_CP021038.1,1734755,23,150M,insidiosus_ATCC_10253
2526,NC_010407.1_153,145,NZ_CP021038.1,1734635,23,150M,insidiosus_ATCC_10253
2527,NC_010407.1_155,81,NZ_CP021038.1,2867549,0,150M,insidiosus_ATCC_10253
2528,NC_010407.1_155,161,NZ_CP021038.1,2867669,0,73M1D6M1I70M,insidiosus_ATCC_10253
2529,NC_010407.1_156,97,NZ_CP021038.1,3133610,42,150M,insidiosus_ATCC_10253
2530,NC_010407.1_156,145,NZ_CP021038.1,3133490,42,150M,insidiosus_ATCC_10253
2531,NC_010407.1_157,81,NZ_CP021038.1,1098061,0,150M,insidiosus_ATCC_10253
2532,NC_010407.1_157,161,NZ_CP021038.1,1098181,0,150M,insidiosus_ATCC_10253
2533,NC_010407.1_158,97,NZ_CP021038.1,1722821,23,150M,insidiosus_ATCC_10253
2534,NC_010407.1_158,145,NZ_CP021038.1,1722701,23,150M,insidiosus_ATCC_10253
2535,NC_010407.1_160,97,NZ_CP021038.1,1694616,3,150M,insidiosus_ATCC_10253
2536,NC_010407.1_160,145,NZ_CP021038.1,1694496,3,150M,insidiosus_ATCC_10253
2537,NC_010407.1_161,81,NZ_CP021038.1,1475318,42,150M,insidiosus_ATCC_10253
2538,NC_010407.1_161,161,NZ_CP021038.1,1475438,42,150M,insidiosus_ATCC_10253
2539,NC_010407.1_162,137,NZ_CP021038.1,3077271,23,2M1D148M,insidiosus_ATCC_10253
2540,NC_010407.1_167,97,NZ_CP021038.1,1562472,40,150M,insidiosus_ATCC_10253
2541,NC_010407.1_167,145,NZ_CP021038.1,1562352,40,150M,insidiosus_ATCC_10253
2542,NC_010407.1_168,97,NZ_CP021038.1,3102652,24,150M,insidiosus_ATCC_10253
2543,NC_010407.1_168,145,NZ_CP021038.1,3102532,24,150M,insidiosus_ATCC_10253
2544,NC_010399.1_1,97,NZ_CP021039.1,15587,2,150M,insidiosus_ATCC_10253
2545,NC_010399.1_1,145,NZ_CP021039.1,15467,0,150M,insidiosus_ATCC_10253
2546,NZ_CP086350.1_32,97,NZ_CP021038.1,813578,42,150M,insidiosus_ATCC_10253
2547,NZ_CP086350.1_32,145,NZ_CP021038.1,813458,42,150M,insidiosus_ATCC_10253
2548,NZ_CP086350.1_33,97,NZ_CP021038.1,1200337,42,150M,insidiosus_ATCC_10253
2549,NZ_CP086350.1_33,145,NZ_CP021038.1,1200217,42,150M,insidiosus_ATCC_10253
2550,NZ_CP086350.1_34,97,NZ_CP021038.1,636376,42,150M,insidiosus_ATCC_10253
2551,NZ_CP086350.1_34,145,NZ_CP021038.1,636256,42,150M,insidiosus_ATCC_10253
2552,NZ_CP086350.1_35,97,NZ_CP021038.1,909800,24,150M,insidiosus_ATCC_10253
2553,NZ_CP086350.1_35,145,NZ_CP021038.1,909680,24,150M,insidiosus_ATCC_10253
2554,NZ_CP086350.1_38,97,NZ_CP021038.1,347730,23,150M,insidiosus_ATCC_10253
2555,NZ_CP086350.1_38,145,NZ_CP021038.1,347610,23,150M,insidiosus_ATCC_10253
2556,NZ_CP086350.1_40,97,NZ_CP021038.1,2623428,0,150M,insidiosus_ATCC_10253
2557,NZ_CP086350.1_40,145,NZ_CP021038.1,2623308,0,150M,insidiosus_ATCC_10253
2558,NZ_CP086350.1_41,137,NZ_CP021038.1,2063032,0,150M,insidiosus_ATCC_10253
2559,NZ_CP086350.1_45,97,NZ_CP021038.1,2625694,8,150M,insidiosus_ATCC_10253
2560,NZ_CP086350.1_45,145,NZ_CP021038.1,2625574,8,150M,insidiosus_ATCC_10253
2561,NZ_CP086350.1_46,97,NZ_CP021038.1,684236,24,150M,insidiosus_ATCC_10253
2562,NZ_CP086350.1_46,145,NZ_CP021038.1,684116,24,150M,insidiosus_ATCC_10253
2563,NZ_CP086350.1_47,97,NZ_CP021038.1,1613894,24,150M,insidiosus_ATCC_10253
2564,NZ_CP086350.1_47,145,NZ_CP021038.1,1613774,24,150M,insidiosus_ATCC_10253
2565,NZ_CP086350.1_17,97,NZ_CP021038.1,749698,24,150M,insidiosus_ATCC_10253
2566,NZ_CP086350.1_17,145,NZ_CP021038.1,749578,24,150M,insidiosus_ATCC_10253
2567,NZ_CP086350.1_18,97,NZ_CP021038.1,1595334,42,150M,insidiosus_ATCC_10253
2568,NZ_CP086350.1_18,145,NZ_CP021038.1,1595214,42,150M,insidiosus_ATCC_10253
2569,NZ_CP086350.1_19,97,NZ_CP021038.1,2611667,23,150M,insidiosus_ATCC_10253
2570,NZ_CP086350.1_19,145,NZ_CP021038.1,2611547,23,150M,insidiosus_ATCC_10253
2571,NZ_CP086350.1_20,153,NZ_CP021038.1,104156,40,150M,insidiosus_ATCC_10253
2572,NZ_CP086350.1_21,97,NZ_CP021038.1,1486614,40,150M,insidiosus_ATCC_10253
2573,NZ_CP086350.1_21,145,NZ_CP021038.1,1486494,40,150M,insidiosus_ATCC_10253
2574,NZ_CP086350.1_22,97,NZ_CP021038.1,435393,23,150M,insidiosus_ATCC_10253
2575,NZ_CP086350.1_22,145,NZ_CP021038.1,435273,23,150M,insidiosus_ATCC_10253
2576,NZ_CP086350.1_23,97,NZ_CP021038.1,951394,42,150M,insidiosus_ATCC_10253
2577,NZ_CP086350.1_23,145,NZ_CP021038.1,951274,42,150M,insidiosus_ATCC_10253
2578,NZ_CP086350.1_24,97,NZ_CP021038.1,2736381,40,150M,insidiosus_ATCC_10253
2579,NZ_CP086350.1_24,145,NZ_CP021038.1,2736261,40,150M,insidiosus_ATCC_10253
2580,NZ_CP086350.1_27,97,NZ_CP021038.1,1684062,24,150M,insidiosus_ATCC_10253
2581,NZ_CP086350.1_27,145,NZ_CP021038.1,1683942,24,150M,insidiosus_ATCC_10253
2582,NZ_CP086350.1_28,97,NZ_CP021038.1,3103251,23,150M,insidiosus_ATCC_10253
2583,NZ_CP086350.1_28,145,NZ_CP021038.1,3103131,23,150M,insidiosus_ATCC_10253
2584,NZ_CP086350.1_29,97,NZ_CP021038.1,1617294,40,150M,insidiosus_ATCC_10253
2585,NZ_CP086350.1_29,145,NZ_CP021038.1,1617174,40,150M,insidiosus_ATCC_10253
2586,NZ_CP086350.1_30,97,NZ_CP021038.1,1620290,42,150M,insidiosus_ATCC_10253
2587,NZ_CP086350.1_30,145,NZ_CP021038.1,1620170,42,150M,insidiosus_ATCC_10253
2588,NZ_CP086350.1_31,97,NZ_CP021038.1,1999448,40,150M,insidiosus_ATCC_10253
2589,NZ_CP086350.1_31,145,NZ_CP021038.1,1999328,40,150M,insidiosus_ATCC_10253
2590,NZ_CP086350.1_0,97,NZ_CP021038.1,1345531,42,150M,insidiosus_ATCC_10253
2591,NZ_CP086350.1_0,145,NZ_CP021038.1,1345411,42,150M,insidiosus_ATCC_10253
2592,NZ_CP086350.1_1,97,NZ_CP021038.1,2621170,3,150M,insidiosus_ATCC_10253
2593,NZ_CP086350.1_1,145,NZ_CP021038.1,2621051,3,22M1I127M,insidiosus_ATCC_10253
2594,NZ_CP086350.1_2,97,NZ_CP021038.1,1547599,42,150M,insidiosus_ATCC_10253
2595,NZ_CP086350.1_2,145,NZ_CP021038.1,1547479,42,150M,insidiosus_ATCC_10253
2596,NZ_CP086350.1_3,97,NZ_CP021038.1,2092301,24,150M,insidiosus_ATCC_10253
2597,NZ_CP086350.1_3,145,NZ_CP021038.1,2092181,24,150M,insidiosus_ATCC_10253
2598,NZ_CP086350.1_4,97,NZ_CP021038.1,220116,8,150M,insidiosus_ATCC_10253
2599,NZ_CP086350.1_4,145,NZ_CP021038.1,219996,8,150M,insidiosus_ATCC_10253
2600,NZ_CP086350.1_5,97,NZ_CP021038.1,1883591,42,150M,insidiosus_ATCC_10253
2601,NZ_CP086350.1_5,145,NZ_CP021038.1,1883471,42,150M,insidiosus_ATCC_10253
2602,NZ_CP086350.1_6,97,NZ_CP021038.1,2886575,24,150M,insidiosus_ATCC_10253
2603,NZ_CP086350.1_6,145,NZ_CP021038.1,2886455,24,150M,insidiosus_ATCC_10253
2604,NZ_CP086350.1_7,97,NZ_CP021038.1,771179,42,150M,insidiosus_ATCC_10253
2605,NZ_CP086350.1_7,145,NZ_CP021038.1,771059,42,150M,insidiosus_ATCC_10253
2606,NZ_CP086350.1_8,97,NZ_CP021038.1,602536,24,150M,insidiosus_ATCC_10253
2607,NZ_CP086350.1_8,145,NZ_CP021038.1,602416,24,150M,insidiosus_ATCC_10253
2608,NZ_CP086350.1_9,97,NZ_CP021038.1,224306,24,150M,insidiosus_ATCC_10253
2609,NZ_CP086350.1_9,145,NZ_CP021038.1,224186,24,150M,insidiosus_ATCC_10253
2610,NZ_CP086350.1_11,97,NZ_CP021038.1,456757,3,102M1D48M,insidiosus_ATCC_10253
2611,NZ_CP086350.1_11,145,NZ_CP021038.1,456637,3,150M,insidiosus_ATCC_10253
2612,NZ_CP086350.1_12,97,NZ_CP021038.1,1083322,23,150M,insidiosus_ATCC_10253
2613,NZ_CP086350.1_12,145,NZ_CP021038.1,1083202,23,150M,insidiosus_ATCC_10253
2614,NZ_CP086350.1_13,97,NZ_CP021038.1,2670128,42,150M,insidiosus_ATCC_10253
2615,NZ_CP086350.1_13,145,NZ_CP021038.1,2670008,42,150M,insidiosus_ATCC_10253
2616,NZ_CP086350.1_14,97,NZ_CP021038.1,1421711,24,150M,insidiosus_ATCC_10253
2617,NZ_CP086350.1_14,145,NZ_CP021038.1,1421591,24,150M,insidiosus_ATCC_10253
2618,NZ_CP086350.1_15,97,NZ_CP021038.1,1294666,42,150M,insidiosus_ATCC_10253
2619,NZ_CP086350.1_15,145,NZ_CP021038.1,1294546,42,150M,insidiosus_ATCC_10253
2620,NZ_CP086350.1_97,97,NZ_CP021038.1,2207487,42,150M,insidiosus_ATCC_10253
2621,NZ_CP086350.1_97,145,NZ_CP021038.1,2207367,42,150M,insidiosus_ATCC_10253
2622,NZ_CP086350.1_98,153,NZ_CP021038.1,1486916,24,150M,insidiosus_ATCC_10253
2623,NZ_CP086350.1_99,97,NZ_CP021038.1,2853185,24,150M,insidiosus_ATCC_10253
2624,NZ_CP086350.1_99,145,NZ_CP021038.1,2853065,24,150M,insidiosus_ATCC_10253
2625,NZ_CP086350.1_100,97,NZ_CP021038.1,715670,3,136M2I2M2I8M,insidiosus_ATCC_10253
2626,NZ_CP086350.1_100,145,NZ_CP021038.1,715550,3,150M,insidiosus_ATCC_10253
2627,NZ_CP086350.1_102,97,NZ_CP021038.1,1244086,23,150M,insidiosus_ATCC_10253
2628,NZ_CP086350.1_102,145,NZ_CP021038.1,1243966,23,150M,insidiosus_ATCC_10253
2629,NZ_CP086350.1_103,97,NZ_CP021038.1,3102376,42,150M,insidiosus_ATCC_10253
2630,NZ_CP086350.1_103,145,NZ_CP021038.1,3102256,42,150M,insidiosus_ATCC_10253
2631,NZ_CP086350.1_104,97,NZ_CP021038.1,2438653,24,150M,insidiosus_ATCC_10253
2632,NZ_CP086350.1_104,145,NZ_CP021038.1,2438533,24,150M,insidiosus_ATCC_10253
2633,NZ_CP086350.1_105,97,NZ_CP021038.1,2190880,24,150M,insidiosus_ATCC_10253
2634,NZ_CP086350.1_105,145,NZ_CP021038.1,2190777,24,138M2D12M,insidiosus_ATCC_10253
2635,NZ_CP086350.1_106,97,NZ_CP021038.1,533924,23,150M,insidiosus_ATCC_10253
2636,NZ_CP086350.1_106,145,NZ_CP021038.1,533804,23,150M,insidiosus_ATCC_10253
2637,NZ_CP086350.1_108,97,NZ_CP021038.1,1814310,40,150M,insidiosus_ATCC_10253
2638,NZ_CP086350.1_108,145,NZ_CP021038.1,1814190,40,150M,insidiosus_ATCC_10253
2639,NZ_CP086350.1_109,97,NZ_CP021038.1,2219874,42,150M,insidiosus_ATCC_10253
2640,NZ_CP086350.1_109,145,NZ_CP021038.1,2219754,42,150M,insidiosus_ATCC_10253
2641,NZ_CP086350.1_110,97,NZ_CP021038.1,1855091,24,150M,insidiosus_ATCC_10253
2642,NZ_CP086350.1_110,145,NZ_CP021038.1,1854971,24,150M,insidiosus_ATCC_10253
2643,NZ_CP086350.1_111,97,NZ_CP021038.1,426086,24,150M,insidiosus_ATCC_10253
2644,NZ_CP086350.1_111,145,NZ_CP021038.1,425966,24,150M,insidiosus_ATCC_10253
2645,NZ_CP086350.1_128,97,NZ_CP021038.1,2203457,24,150M,insidiosus_ATCC_10253
2646,NZ_CP086350.1_128,145,NZ_CP021038.1,2203337,24,150M,insidiosus_ATCC_10253
2647,NZ_CP086350.1_132,153,NZ_CP021038.1,680367,24,150M,insidiosus_ATCC_10253
2648,NZ_CP086350.1_133,97,NZ_CP021038.1,2335384,24,150M,insidiosus_ATCC_10253
2649,NZ_CP086350.1_133,145,NZ_CP021038.1,2335264,24,150M,insidiosus_ATCC_10253
2650,NZ_CP086350.1_135,97,NZ_CP021038.1,698834,42,150M,insidiosus_ATCC_10253
2651,NZ_CP086350.1_135,145,NZ_CP021038.1,698714,42,150M,insidiosus_ATCC_10253
2652,NZ_CP086350.1_137,97,NZ_CP021038.1,88167,3,150M,insidiosus_ATCC_10253
2653,NZ_CP086350.1_137,145,NZ_CP021038.1,88047,3,150M,insidiosus_ATCC_10253
2654,NZ_CP086350.1_138,97,NZ_CP021038.1,619896,23,150M,insidiosus_ATCC_10253
2655,NZ_CP086350.1_138,145,NZ_CP021038.1,619776,23,150M,insidiosus_ATCC_10253
2656,NZ_CP086350.1_139,97,NZ_CP021038.1,3064804,23,150M,insidiosus_ATCC_10253
2657,NZ_CP086350.1_139,145,NZ_CP021038.1,3064684,23,150M,insidiosus_ATCC_10253
2658,NZ_CP086350.1_141,97,NZ_CP021038.1,430176,24,150M,insidiosus_ATCC_10253
2659,NZ_CP086350.1_141,145,NZ_CP021038.1,430056,24,150M,insidiosus_ATCC_10253
2660,NZ_CP086350.1_142,153,NZ_CP021038.1,686976,40,150M,insidiosus_ATCC_10253
2661,NZ_CP086350.1_143,97,NZ_CP021038.1,823527,42,150M,insidiosus_ATCC_10253
2662,NZ_CP086350.1_143,145,NZ_CP021038.1,823407,42,150M,insidiosus_ATCC_10253
2663,NZ_CP086350.1_80,97,NZ_CP021038.1,1746688,42,150M,insidiosus_ATCC_10253
2664,NZ_CP086350.1_80,145,NZ_CP021038.1,1746568,42,150M,insidiosus_ATCC_10253
2665,NZ_CP086350.1_81,97,NZ_CP021038.1,1187965,42,150M,insidiosus_ATCC_10253
2666,NZ_CP086350.1_81,145,NZ_CP021038.1,1187845,42,150M,insidiosus_ATCC_10253
2667,NZ_CP086350.1_82,97,NZ_CP021038.1,2117192,23,150M,insidiosus_ATCC_10253
2668,NZ_CP086350.1_82,145,NZ_CP021038.1,2117072,23,150M,insidiosus_ATCC_10253
2669,NZ_CP086350.1_83,97,NZ_CP021038.1,2036677,42,150M,insidiosus_ATCC_10253
2670,NZ_CP086350.1_83,145,NZ_CP021038.1,2036557,42,150M,insidiosus_ATCC_10253
2671,NZ_CP086350.1_84,81,NZ_CP021038.1,2486295,23,150M,insidiosus_ATCC_10253
2672,NZ_CP086350.1_84,161,NZ_CP021038.1,2486415,23,150M,insidiosus_ATCC_10253
2673,NZ_CP086350.1_85,97,NZ_CP021038.1,2202352,23,125M2I4M4I15M,insidiosus_ATCC_10253
2674,NZ_CP086350.1_85,145,NZ_CP021038.1,2202232,23,150M,insidiosus_ATCC_10253
2675,NZ_CP086350.1_86,97,NZ_CP021038.1,1049793,42,150M,insidiosus_ATCC_10253
2676,NZ_CP086350.1_86,145,NZ_CP021038.1,1049673,42,150M,insidiosus_ATCC_10253
2677,NZ_CP086350.1_87,97,NZ_CP021038.1,1000367,23,150M,insidiosus_ATCC_10253
2678,NZ_CP086350.1_87,145,NZ_CP021038.1,1000247,23,150M,insidiosus_ATCC_10253
2679,NZ_CP086350.1_90,97,NZ_CP021038.1,1208010,40,150M,insidiosus_ATCC_10253
2680,NZ_CP086350.1_90,145,NZ_CP021038.1,1207890,40,150M,insidiosus_ATCC_10253
2681,NZ_CP086350.1_91,81,NZ_CP021038.1,2576717,42,150M,insidiosus_ATCC_10253
2682,NZ_CP086350.1_91,161,NZ_CP021038.1,2576837,42,150M,insidiosus_ATCC_10253
2683,NZ_CP086350.1_92,97,NZ_CP021038.1,1853893,42,150M,insidiosus_ATCC_10253
2684,NZ_CP086350.1_92,145,NZ_CP021038.1,1853773,42,150M,insidiosus_ATCC_10253
2685,NZ_CP086350.1_93,97,NZ_CP021038.1,936422,23,150M,insidiosus_ATCC_10253
2686,NZ_CP086350.1_93,145,NZ_CP021038.1,936302,23,150M,insidiosus_ATCC_10253
2687,NZ_CP086350.1_94,97,NZ_CP021038.1,1948148,40,150M,insidiosus_ATCC_10253
2688,NZ_CP086350.1_94,145,NZ_CP021038.1,1948028,40,150M,insidiosus_ATCC_10253
2689,NZ_CP086350.1_95,97,NZ_CP021038.1,2594704,24,150M,insidiosus_ATCC_10253
2690,NZ_CP086350.1_95,145,NZ_CP021038.1,2594584,24,150M,insidiosus_ATCC_10253
2691,NZ_CP086350.1_49,97,NZ_CP021038.1,2883413,3,150M,insidiosus_ATCC_10253
2692,NZ_CP086350.1_49,145,NZ_CP021038.1,2883293,3,150M,insidiosus_ATCC_10253
2693,NZ_CP086350.1_50,97,NZ_CP021038.1,2871063,40,150M,insidiosus_ATCC_10253
2694,NZ_CP086350.1_50,145,NZ_CP021038.1,2870943,40,150M,insidiosus_ATCC_10253
2695,NZ_CP086350.1_52,97,NZ_CP021038.1,2401888,8,150M,insidiosus_ATCC_10253
2696,NZ_CP086350.1_52,145,NZ_CP021038.1,2401768,8,150M,insidiosus_ATCC_10253
2697,NZ_CP086350.1_53,97,NZ_CP021038.1,1359675,24,150M,insidiosus_ATCC_10253
2698,NZ_CP086350.1_53,145,NZ_CP021038.1,1359555,24,150M,insidiosus_ATCC_10253
2699,NZ_CP086350.1_54,97,NZ_CP021038.1,2315126,42,150M,insidiosus_ATCC_10253
2700,NZ_CP086350.1_54,145,NZ_CP021038.1,2315006,42,150M,insidiosus_ATCC_10253
2701,NZ_CP086350.1_55,97,NZ_CP021038.1,1837669,24,150M,insidiosus_ATCC_10253
2702,NZ_CP086350.1_55,145,NZ_CP021038.1,1837549,24,150M,insidiosus_ATCC_10253
2703,NZ_CP086350.1_56,97,NZ_CP021038.1,2121066,23,150M,insidiosus_ATCC_10253
2704,NZ_CP086350.1_56,145,NZ_CP021038.1,2120946,23,150M,insidiosus_ATCC_10253
2705,NZ_CP086350.1_57,97,NZ_CP021038.1,1727443,24,150M,insidiosus_ATCC_10253
2706,NZ_CP086350.1_57,145,NZ_CP021038.1,1727323,24,150M,insidiosus_ATCC_10253
2707,NZ_CP086350.1_58,97,NZ_CP021038.1,501091,24,150M,insidiosus_ATCC_10253
2708,NZ_CP086350.1_58,145,NZ_CP021038.1,500971,24,150M,insidiosus_ATCC_10253
2709,NZ_CP086350.1_60,97,NZ_CP021038.1,1097909,40,150M,insidiosus_ATCC_10253
2710,NZ_CP086350.1_60,145,NZ_CP021038.1,1097789,40,150M,insidiosus_ATCC_10253
2711,NZ_CP086350.1_61,97,NZ_CP021038.1,245301,24,150M,insidiosus_ATCC_10253
2712,NZ_CP086350.1_61,145,NZ_CP021038.1,245181,24,150M,insidiosus_ATCC_10253
2713,NZ_CP086350.1_63,81,NZ_CP021038.1,2582679,24,150M,insidiosus_ATCC_10253
2714,NZ_CP086350.1_63,161,NZ_CP021038.1,2582799,24,150M,insidiosus_ATCC_10253
2715,NZ_CP086350.1_112,97,NZ_CP021038.1,2444104,23,150M,insidiosus_ATCC_10253
2716,NZ_CP086350.1_112,145,NZ_CP021038.1,2443984,23,150M,insidiosus_ATCC_10253
2717,NZ_CP086350.1_113,73,NZ_CP021038.1,2354254,40,150M,insidiosus_ATCC_10253
2718,NZ_CP086350.1_114,97,NZ_CP021038.1,2055625,40,150M,insidiosus_ATCC_10253
2719,NZ_CP086350.1_114,145,NZ_CP021038.1,2055505,40,150M,insidiosus_ATCC_10253
2720,NZ_CP086350.1_115,97,NZ_CP021038.1,2117586,24,150M,insidiosus_ATCC_10253
2721,NZ_CP086350.1_115,145,NZ_CP021038.1,2117466,24,150M,insidiosus_ATCC_10253
2722,NZ_CP086350.1_116,97,NZ_CP021038.1,2195800,42,150M,insidiosus_ATCC_10253
