database	amr gene	contig amr	amr length	contig length	amr coverage	length	pident
../a3/DEN_Kl.fa	yagw-ecpd	k141_5619	1644	559	21	348	91.667
../a3/DEN_Kl.fa	fyua	k141_7887	2022	402	20	402	90.547
../a3/DEN_Kl.fa	fyua	k141_2271	2022	357	18	357	90.756
../a3/DEN_Kl.fa	irp1	k141_6575	9492	2895	29	2788	85.151
../a3/DEN_Kl.fa	irp1	k141_1954	9492	1997	21	2000	86.400
../a3/DEN_Kl.fa	irp1	k141_1238	9492	996	10	991	88.194
../a3/DEN_Kl.fa	irp1	k141_3163	9492	749	8	749	89.186
../a3/DEN_Kl.fa	irp1	k141_6011	9492	859	9	859	84.284
../a3/DEN_Kl.fa	yagy-ecpb	k141_5560	669	361	17	116	94.828
../a3/DEN_Kl.fa	yagx-ecpc	k141_7924	2526	835	33	835	96.287
../a3/DEN_Kl.fa	yagx-ecpc	k141_3858	2526	1680	39	989	80.991
../a3/DEN_Kl.fa	yagx-ecpc	k141_7834	2526	820	32	813	83.272
../a3/DEN_Kl.fa	yagx-ecpc	k141_5560	2526	361	9	221	92.760
../a3/DEN_Kl.fa	mrkf	k141_4984	636	303	48	303	90.429
../a3/DEN_Kl.fa	mrkf	k141_7771	636	382	11	71	95.775
../a3/DEN_Kl.fa	kdea	k141_2528	1233	340	27	339	94.985
../a3/DEN_Kl.fa	kdea	k141_5994	1233	1230	49	602	82.226
../a3/DEN_Kl.fa	yagw-ecpd	k141_4192	1644	600	36	600	95.500
../a3/DEN_Kl.fa	yagw-ecpd	k141_5619	1644	559	21	350	98.286
../a3/DEN_Kl.fa	yagz-ecpa	k141_1807	588	415	71	415	94.217
../a3/DEN_Kl.fa	sila	k141_1452	3147	486	15	486	99.383
../a3/DEN_Kl.fa	alla	k141_515	483	1465	88	425	92.235
../a3/DEN_Kl.fa	allr	k141_4938	819	685	77	628	92.834
../a3/DEN_Kl.fa	allr	k141_942	819	498	13	104	94.231
../a3/DEN_Kl.fa	allb	k141_1993	1362	366	27	366	90.984
../a3/DEN_Kl.fa	allb	k141_6974	1362	301	22	297	95.623
../a3/DEN_Kl.fa	allb	k141_3434	1362	571	17	234	90.171
../a3/DEN_Kl.fa	ybtx	k141_266	1281	943	62	796	83.417
../a3/DEN_Kl.fa	ybtx	k141_3469	1281	1110	22	276	84.420
../a3/DEN_Kl.fa	bamb	k141_7531	1179	1576	88	1042	86.372
../a3/DEN_Kl.fa	bamb	k141_4437	1179	570	48	570	97.719
../a3/DEN_Kl.fa	bamb	k141_8499	1179	335	28	335	95.821
../a3/DEN_Kl.fa	acra	k141_51	1194	811	55	652	92.178
../a3/DEN_Kl.fa	acra	k141_1941	1194	399	22	266	93.233
../a3/DEN_Kl.fa	allc	k141_2530	1236	1002	81	999	91.391
../a3/DEN_Kl.fa	allc	k141_8270	1236	1188	6	69	97.101
../a3/DEN_Kl.fa	ompr	k141_465	720	635	52	375	88.000
../a3/DEN_Kl.fa	rpsl	k141_1571	375	584	75	283	95.406
../a3/DEN_Kl.fa	pare	k141_537	1893	526	27	514	87.354
../a3/DEN_Kl.fa	pare	k141_5419	1893	811	15	287	86.411
../a3/DEN_Kl.fa	parc	k141_2461	2259	406	18	406	88.177
../a3/DEN_Kl.fa	parc	k141_1467	2259	473	15	347	89.914
../a3/DEN_Kl.fa	parc	k141_3299	2259	720	14	318	90.566
../a3/DEN_Kl.fa	rpos	k141_3264	993	1407	71	709	87.447
../a3/DEN_Kl.fa	rpos	k141_3513	993	467	47	467	86.724
../a3/DEN_Kl.fa	rpos	k141_3037	993	486	26	259	87.645
../a3/DEN_Kl.fa	folc	k141_5359	1269	896	28	359	80.780
../a3/DEN_Kl.fa	glpt	k141_8698	1353	656	48	651	87.097
../a3/DEN_Kl.fa	glpt	k141_2004	1353	421	31	419	86.874
../a3/DEN_Kl.fa	gyra	k141_2331	2637	811	30	795	88.428
../a3/DEN_Kl.fa	gyra	k141_7425	2637	365	14	365	88.493
../a3/DEN_Kl.fa	gyra	k141_3939	2637	372	14	372	87.366
../a3/DEN_Kl.fa	gyra	k141_8094	2637	332	12	325	88.615
../a3/DEN_Kl.fa	galf	k141_1257	897	443	49	444	83.108
../a3/DEN_Kl.fa	acra	k141_1941	1194	399	20	243	87.243
../a3/DEN_Kl.fa	ptsi	k141_4279	1728	763	44	763	92.398
../a3/DEN_Kl.fa	ptsi	k141_8775	1728	1272	54	926	87.041
../a3/DEN_Kl.fa	ptsi	k141_4461	1728	399	23	399	82.206
../a3/DEN_Kl.fa	rcsb	k141_8521	651	433	34	222	85.586
../a3/DEN_Kl.fa	cyca	k141_6115	1410	329	23	326	86.810
../a3/DEN_Kl.fa	cyca	k141_7917	1410	389	27	387	83.721
../a3/DEN_Kl.fa	porin	k141_3478	1146	636	34	398	84.925
../a3/DEN_Kl.fa	uhpt	k141_4766	1392	515	37	515	87.184
../a3/DEN_Kl.fa	uhpt	k141_878	1392	800	49	422	88.152
../a3/DEN_Kl.fa	uhpt	k141_878	1392	800	49	256	87.109
../a3/DEN_Kl.fa	uhpt	k141_5823	1392	506	22	303	91.419
../a3/DEN_Kl.fa	oqxb24	k141_7997	3153	759	24	746	87.534
../a3/DEN_Kl.fa	oqxb24	k141_3909	3153	484	15	484	86.983
../a3/DEN_Kl.fa	oqxb24	k141_3821	3153	330	10	330	88.485
../a3/DEN_Kl.fa	oqxb24	k141_6608	3153	1113	11	357	72.549
../a3/DEN_Kl.fa	oqxb24	k141_7497	3153	397	8	270	73.333
../a3/DEN_Kl.fa	ybtq	k141_2899	1803	840	46	839	87.843
../a3/DEN_Kl.fa	ybtq	k141_266	1803	943	9	163	82.822
../a3/DEN_Kl.fa	ybts	k141_3469	1305	1110	60	783	83.653
../a3/DEN_Kl.fa	ybts	k141_4603	1305	517	17	225	90.667
../a3/DEN_Kl.fa	ybts	k141_4603	1305	517	17	57	94.737
../a3/DEN_Kl.fa	ybts	k141_3469	1305	1110	60	783	83.653
../a3/DEN_Kl.fa	ybts	k141_4603	1305	517	17	225	90.667
../a3/DEN_Kl.fa	ybts	k141_4603	1305	517	17	57	94.737
../a3/DEN_Kl.fa	ybte	k141_5190	1577	1016	64	1014	85.996
../a3/DEN_Kl.fa	ybte	k141_5190	1578	1016	64	1014	86.095
../a3/DEN_Kl.fa	ybtt	k141_7077	804	539	61	491	87.576
../a3/DEN_Kl.fa	ybtu	k141_7366	1101	798	43	478	86.192
../a3/DEN_Kl.fa	ybtu	k141_6575	1101	2895	10	115	90.435
../a3/DEN_Kl.fa	ybta	k141_6586	960	432	45	429	89.044
../a3/DEN_Kl.fa	oqxb20	k141_7997	3150	759	24	746	87.802
../a3/DEN_Kl.fa	oqxb20	k141_3909	3150	484	15	484	87.397
../a3/DEN_Kl.fa	oqxb20	k141_3821	3150	330	10	330	88.485
../a3/DEN_Kl.fa	oqxb20	k141_6608	3150	1113	11	357	72.549
../a3/DEN_Kl.fa	oqxb20	k141_7497	3150	397	8	270	73.333
../a3/MIN_En.fa	flia	k141_15	720	361	48	342	87.135
../a3/NYC_En.fa	srpc	k141_23257	6590	13378	5	340	75.000
../a3/NYC_En.fa	srpc	k141_19455	6590	358	1	91	81.319
../a3/NYC_En.fa	srpc	k141_23257	6590	13378	5	340	75.000
../a3/NYC_En.fa	srpc	k141_19455	6590	358	1	91	81.319
../a3/NYC_En.fa	silb	k141_19093	1251	44293	100	1254	81.579
../a3/NYC_En.fa	silb	k141_28430	1251	4664	98	1244	81.833
../a3/NYC_En.fa	silb	k141_10102	1251	1582	69	863	82.851
../a3/NYC_En.fa	silb	k141_23686	1251	1456	58	738	79.675
../a3/NYC_En.fa	silb	k141_8511	1251	958	43	542	82.103
../a3/NYC_En.fa	sila	k141_2407	3147	2492	79	2492	93.780
../a3/NYC_En.fa	sila	k141_28430	3147	4664	99	3132	87.229
../a3/NYC_En.fa	sila	k141_10323	3147	4428	99	3145	86.963
../a3/NYC_En.fa	sila	k141_19093	3147	44293	99	3139	84.836
../a3/NYC_En.fa	sila	k141_13805	3147	2683	39	1216	89.391
../a3/NYC_En.fa	sila	k141_13805	3147	2683	39	272	99.632
../a3/NYC_En.fa	sila	k141_17684	3147	659	21	659	97.420
../a3/NYC_En.fa	sila	k141_10102	3147	1582	21	656	96.189
../a3/NYC_En.fa	sila	k141_27891	3147	489	16	488	95.492
../a3/NYC_En.fa	sila	k141_11964	3147	650	21	650	85.692
../a3/NYC_En.fa	sila	k141_6147	3147	473	15	473	90.698
../a3/NYC_En.fa	sila	k141_7687	3147	457	14	455	89.231
../a3/NYC_En.fa	sila	k141_24565	3147	362	11	359	94.986
../a3/NYC_En.fa	sila	k141_217	3147	429	13	425	86.118
../a3/NYC_En.fa	sila	k141_20547	3147	302	9	298	89.597
../a3/NYC_En.fa	vipa-tssb	k141_28151	267	2515	100	268	98.134
../a3/NYC_En.fa	vipa-tssb	k141_993	267	805	100	268	89.552
../a3/NYC_En.fa	vipb-tssc	k141_17027	135	2313	100	135	98.519
../a3/NYC_En.fa	vipb-tssc	k141_7904	135	1400	99	133	96.241
../a3/NYC_En.fa	vipb-tssc	k141_9653	135	3306	99	133	95.489
../a3/NYC_En.fa	vipb-tssc	k141_1423	135	494	100	135	91.111
../a3/NYC_En.fa	vipb-tssc	k141_1433	135	246	90	121	93.388
../a3/NYC_En.fa	vipb-tssc	k141_9973	135	2370	90	121	92.562
../a3/NYC_En.fa	vipb-tssc	k141_4694	135	2417	90	121	92.562
../a3/NYC_En.fa	vipb-tssc	k141_19891	135	281	90	121	91.736
../a3/NYC_En.fa	vipb-tssc	k141_25129	135	461	67	90	97.778
../a3/NYC_En.fa	vipb-tssc	k141_15993	135	212	73	98	94.898
../a3/NYC_En.fa	sotb	k141_7737	1197	7564	100	1197	99.582
../a3/NYC_En.fa	sotb	k141_26395	1197	10376	100	1198	85.476
../a3/NYC_En.fa	sotb	k141_30503	1197	26823	99	1191	83.375
../a3/NYC_En.fa	sotb	k141_5094	1197	591	49	589	85.908
../a3/NYC_En.fa	suge	k141_9822	318	5524	100	318	94.654
../a3/NYC_En.fa	suge	k141_4111	318	23549	100	318	83.962
../a3/NYC_En.fa	suge	k141_3931	318	464	46	147	97.279
../a3/NYC_En.fa	suge	k141_6784	318	608	82	261	79.310
../a3/NYC_En.fa	silc	k141_13512	1386	1968	100	1386	97.330
../a3/NYC_En.fa	silc	k141_20068	1386	884	64	884	99.434
../a3/NYC_En.fa	silc	k141_29087	1386	807	47	656	93.293
../a3/NYC_En.fa	silc	k141_30338	1386	1102	48	662	90.483
../a3/NYC_En.fa	silc	k141_3241	1386	467	34	467	96.360
../a3/NYC_En.fa	silc	k141_12085	1386	707	50	697	84.362
../a3/NYC_En.fa	silc	k141_17352	1386	968	31	436	92.202
../a3/NYC_En.fa	silc	k141_26690	1386	1703	33	462	88.312
../a3/NYC_En.fa	silc	k141_17583	1386	595	5	63	98.413
../a3/NYC_En.fa	pmre	k141_16129	1167	376	32	379	77.573
../a3/NYC_En.fa	srpc	k141_26172	1437	28738	30	433	76.443
../a3/NYC_En.fa	fliy	k141_17468	858	20602	93	802	83.791
../a3/NYC_En.fa	fliy	k141_9305	858	9800	95	812	82.635
../a3/NYC_En.fa	fliy	k141_22335	858	2191	82	707	83.310
../a3/NYC_En.fa	fliy	k141_29834	858	456	27	235	80.000
../a3/NYC_En.fa	iucc	k141_2088	1743	6693	43	762	71.785
../a3/NYC_En.fa	ec-145	k141_23822	696	5227	99	693	84.416
../a3/NYC_En.fa	ec-145	k141_1558	696	2923	89	619	83.360
../a3/NYC_En.fa	ec-145	k141_8447	696	710	62	436	82.339
../a3/NYC_En.fa	silc	k141_13512	393	1968	100	393	99.491
../a3/NYC_En.fa	silc	k141_20068	393	884	92	362	97.790
../a3/NYC_En.fa	silc	k141_3241	393	467	82	323	97.833
../a3/NYC_En.fa	mrkc	k141_5528	2487	1420	15	385	98.961
../a3/NYC_En.fa	mrkc	k141_2934	2487	596	10	258	100.000
../a3/NYC_En.fa	irod	k141_21373	1230	2593	100	1231	88.140
../a3/NYC_En.fa	iroc	k141_26995	3645	3495	39	1407	94.243
../a3/NYC_En.fa	iroc	k141_21373	3645	2593	27	997	89.870
../a3/NYC_En.fa	iroc	k141_20799	3645	686	19	686	93.878
../a3/NYC_En.fa	iroc	k141_27337	3645	435	12	435	94.713
../a3/NYC_En.fa	iucc	k141_18641	1734	8883	61	1065	73.615
../a3/NYC_En.fa	iucc	k141_2088	1734	6693	48	842	72.803
../a3/NYC_En.fa	vipa-tssb	k141_28151	84	2515	100	84	100.000
../a3/NYC_En.fa	vipb-tssc	k141_7904	486	1400	100	486	95.679
../a3/NYC_En.fa	vipb-tssc	k141_29529	486	1004	75	364	97.253
../a3/NYC_En.fa	vipb-tssc	k141_9973	486	2370	99	482	87.552
../a3/NYC_En.fa	vipb-tssc	k141_4694	486	2417	99	482	87.552
../a3/NYC_En.fa	vipb-tssc	k141_17027	486	2313	51	249	99.598
../a3/NYC_En.fa	vipb-tssc	k141_3962	486	442	42	202	90.099
../a3/NYC_En.fa	vipb-tssc	k141_27774	486	6506	8	38	97.368
../a3/NYC_En.fa	kpne	k141_9379	363	7851	78	285	81.754
../a3/NYC_En.fa	gnd	k141_20006	1407	25398	99	1403	90.449
../a3/NYC_En.fa	gnd	k141_13169	1407	10775	69	973	89.106
../a3/NYC_En.fa	gnd	k141_10351	1407	11946	69	975	88.513
../a3/NYC_En.fa	gnd	k141_21270	1407	792	56	794	85.516
../a3/NYC_En.fa	gnd	k141_28219	1407	559	34	484	95.041
../a3/NYC_En.fa	gnd	k141_5576	1407	611	32	446	96.861
../a3/NYC_En.fa	gnd	k141_14619	1407	653	46	653	85.605
../a3/NYC_En.fa	gnd	k141_21211	1407	415	29	413	95.157
../a3/NYC_En.fa	gnd	k141_24822	1407	3430	35	490	90.612
../a3/NYC_En.fa	gnd	k141_23188	1407	587	41	582	84.021
../a3/NYC_En.fa	gnd	k141_1727	1407	317	22	314	89.809
../a3/NYC_En.fa	gnd	k141_8615	1407	633	10	146	95.205
../a3/NYC_En.fa	gnd	k141_8251	1407	12432	7	103	100.000
../a3/NYC_En.fa	silb	k141_10102	1293	1582	71	915	98.689
../a3/NYC_En.fa	silb	k141_28430	1293	4664	100	1293	86.775
../a3/NYC_En.fa	silb	k141_19093	1293	44293	95	1231	82.047
../a3/NYC_En.fa	silb	k141_8511	1293	958	42	546	98.901
../a3/NYC_En.fa	silb	k141_8478	1293	631	42	546	97.802
../a3/NYC_En.fa	silb	k141_23686	1293	1456	57	737	85.753
../a3/NYC_En.fa	silb	k141_7951	1293	426	33	426	99.296
../a3/NYC_En.fa	silb	k141_25128	1293	457	35	449	86.192
../a3/NYC_En.fa	silb	k141_13512	1293	1968	4	56	98.214
../a3/NYC_En.fa	silb	k141_17352	1293	968	3	37	100.000
../a3/NYC_En.fa	flig	k141_11660	996	14043	100	1000	87.600
../a3/NYC_En.fa	flig	k141_25126	996	3903	99	998	86.774
../a3/NYC_En.fa	flig	k141_10010	996	5490	99	998	86.573
../a3/NYC_En.fa	flig	k141_22015	996	646	54	540	89.630
../a3/NYC_En.fa	flig	k141_2541	996	644	65	644	85.093
../a3/NYC_En.fa	flig	k141_15188	996	641	56	555	84.505
../a3/NYC_En.fa	flig	k141_14215	996	313	31	311	87.138
../a3/NYC_En.fa	fliq	k141_14301	270	6217	99	266	82.707
../a3/NYC_En.fa	fliq	k141_11660	270	14043	99	266	81.955
../a3/NYC_En.fa	fliq	k141_5182	270	330	99	266	81.955
../a3/NYC_En.fa	fliq	k141_18582	270	4764	99	266	80.827
../a3/NYC_En.fa	rcsb	k141_22315	651	6134	95	617	87.196
../a3/NYC_En.fa	rcsb	k141_13511	651	1322	95	617	86.710
../a3/NYC_En.fa	rcsb	k141_15890	651	2493	96	627	84.370
../a3/NYC_En.fa	rcsb	k141_19848	651	1020	77	504	85.119
../a3/NYC_En.fa	rcsb	k141_13181	651	5406	71	465	86.452
../a3/NYC_En.fa	rcsb	k141_12893	651	784	71	465	86.237
../a3/NYC_En.fa	rcsb	k141_14690	651	495	46	302	85.762
../a3/NYC_En.fa	ptsi	k141_1567	1728	1424	82	1421	91.063
../a3/NYC_En.fa	ptsi	k141_18569	1728	1389	80	1385	85.632
../a3/NYC_En.fa	ptsi	k141_15307	1728	1137	66	1137	89.358
../a3/NYC_En.fa	ptsi	k141_15264	1728	1137	66	1137	89.094
../a3/NYC_En.fa	ptsi	k141_16914	1728	915	53	912	84.101
../a3/NYC_En.fa	ptsi	k141_1137	1728	811	47	811	85.697
../a3/NYC_En.fa	ptsi	k141_9464	1728	822	24	424	94.811
../a3/NYC_En.fa	ptsi	k141_3969	1728	2082	26	450	91.556
../a3/NYC_En.fa	ptsi	k141_24449	1728	367	21	362	86.464
../a3/NYC_En.fa	ptsi	k141_31254	1728	274	10	165	95.152
../a3/NYC_En.fa	ptsi	k141_21040	1728	317	3	47	97.872
../a3/NYC_En.fa	ptsi	k141_12705	1728	283	2	34	100.000
../a3/NYC_En.fa	rhs-paar	k141_29889	4134	2031	18	764	77.225
../a3/NYC_En.fa	cyaa	k141_4266	2547	15552	97	2475	85.737
../a3/NYC_En.fa	cyaa	k141_7178	2547	15775	97	2474	85.044
../a3/NYC_En.fa	cyaa	k141_8548	2547	10910	97	2472	84.951
../a3/NYC_En.fa	cyaa	k141_23794	2547	1343	52	1334	85.082
../a3/NYC_En.fa	cyaa	k141_18836	2547	762	29	743	83.580
../a3/NYC_En.fa	cyaa	k141_3420	2547	569	21	544	85.478
../a3/NYC_En.fa	cyaa	k141_5148	2547	523	20	518	85.907
../a3/NYC_En.fa	cyaa	k141_27806	2547	415	16	415	87.952
../a3/NYC_En.fa	cyaa	k141_20561	2547	449	11	282	83.688
../a3/NYC_En.fa	cyaa	k141_12987	2547	489	5	122	91.803
../a3/NYC_En.fa	cyaa	k141_13508	2547	2679	5	122	91.803
../a3/NYC_En.fa	cyca	k141_23169	1413	24948	98	1390	84.964
../a3/NYC_En.fa	cyca	k141_19133	1413	16551	98	1391	84.759
../a3/NYC_En.fa	cyca	k141_15705	1413	2556	69	971	85.582
../a3/NYC_En.fa	cyca	k141_11054	1413	1664	63	895	83.017
../a3/NYC_En.fa	cyca	k141_1566	1413	759	53	752	84.043
../a3/NYC_En.fa	cyca	k141_11809	1413	646	45	637	81.790
../a3/NYC_En.fa	cyca	k141_21915	1413	420	30	420	85.714
../a3/NYC_En.fa	cyca	k141_15403	1413	408	29	408	86.029
../a3/NYC_En.fa	cyca	k141_4454	1413	603	24	335	85.373
../a3/NYC_En.fa	cyca	k141_5995	1413	681	15	215	83.721
../a3/NYC_En.fa	cyca	k141_11577	1413	12152	4	61	88.525
../a3/NYC_En.fa	cyca	k141_11111	1413	5618	6	87	80.460
../a3/NYC_En.fa	cyca	k141_23169	1413	24948	98	1390	84.964
../a3/NYC_En.fa	cyca	k141_19133	1413	16551	98	1391	84.759
../a3/NYC_En.fa	cyca	k141_15705	1413	2556	69	971	85.582
../a3/NYC_En.fa	cyca	k141_11054	1413	1664	63	895	83.017
../a3/NYC_En.fa	cyca	k141_1566	1413	759	53	752	84.043
../a3/NYC_En.fa	cyca	k141_11809	1413	646	45	637	81.790
../a3/NYC_En.fa	cyca	k141_21915	1413	420	30	420	85.714
../a3/NYC_En.fa	cyca	k141_15403	1413	408	29	408	86.029
../a3/NYC_En.fa	cyca	k141_4454	1413	603	24	335	85.373
../a3/NYC_En.fa	cyca	k141_5995	1413	681	15	215	83.721
../a3/NYC_En.fa	cyca	k141_11577	1413	12152	4	61	88.525
../a3/NYC_En.fa	cyca	k141_11111	1413	5618	6	87	80.460
../a3/NYC_En.fa	dfr	k141_23169	1413	24948	98	1390	84.964
../a3/NYC_En.fa	dfr	k141_19133	1413	16551	98	1391	84.759
../a3/NYC_En.fa	dfr	k141_15705	1413	2556	69	971	85.582
../a3/NYC_En.fa	dfr	k141_11054	1413	1664	63	895	83.017
../a3/NYC_En.fa	dfr	k141_1566	1413	759	53	752	84.043
../a3/NYC_En.fa	dfr	k141_11809	1413	646	45	637	81.790
../a3/NYC_En.fa	dfr	k141_21915	1413	420	30	420	85.714
../a3/NYC_En.fa	dfr	k141_15403	1413	408	29	408	86.029
../a3/NYC_En.fa	dfr	k141_4454	1413	603	24	335	85.373
../a3/NYC_En.fa	dfr	k141_5995	1413	681	15	215	83.721
../a3/NYC_En.fa	dfr	k141_11577	1413	12152	4	61	88.525
../a3/NYC_En.fa	dfr	k141_11111	1413	5618	6	87	80.460
../a3/NYC_En.fa	mdlb	k141_5650	1782	22615	99	1769	78.462
../a3/NYC_En.fa	mdlb	k141_16639	1782	1378	77	1383	78.886
../a3/NYC_En.fa	mdlb	k141_23536	1782	1171	60	1070	80.093
../a3/NYC_En.fa	mdlb	k141_9198	1782	4381	70	1241	77.679
../a3/NYC_En.fa	mdlb	k141_7677	1782	830	46	814	78.624
../a3/NYC_En.fa	mdlb	k141_9993	1782	476	26	464	81.681
../a3/NYC_En.fa	mdlb	k141_14352	1782	544	14	244	75.000
../a3/NYC_En.fa	fes	k141_14092	1203	4947	72	881	72.645
../a3/NYC_En.fa	entf	k141_26111	3882	36971	96	3785	74.505
../a3/NYC_En.fa	entf	k141_14092	3882	4947	78	3064	75.033
../a3/NYC_En.fa	entf	k141_28531	3882	1579	21	821	79.415
../a3/NYC_En.fa	entf	k141_28807	3882	458	11	438	77.169
../a3/NYC_En.fa	entf	k141_757	3882	383	10	377	78.249
../a3/NYC_En.fa	entf	k141_25308	3882	916	21	834	70.624
../a3/NYC_En.fa	ente	k141_2938	1611	22329	98	1601	78.139
../a3/NYC_En.fa	ente	k141_3196	1611	7077	99	1607	77.349
../a3/NYC_En.fa	ente	k141_1028	1611	1070	64	1043	81.496
../a3/NYC_En.fa	ente	k141_6033	1611	480	30	483	83.851
../a3/NYC_En.fa	ente	k141_18405	1611	413	26	414	84.783
../a3/NYC_En.fa	ente	k141_24300	1611	2043	20	326	86.810
../a3/NYC_En.fa	ente	k141_2244	1611	781	19	308	83.766
../a3/NYC_En.fa	ente	k141_26626	1611	434	15	244	84.836
../a3/NYC_En.fa	entb	k141_3196	858	7077	99	855	81.170
../a3/NYC_En.fa	entb	k141_24300	858	2043	92	794	81.738
../a3/NYC_En.fa	entb	k141_11980	858	600	67	579	83.765
../a3/NYC_En.fa	entb	k141_11610	858	573	66	563	81.883
../a3/NYC_En.fa	entb	k141_12403	858	654	76	653	79.786
../a3/NYC_En.fa	entb	k141_25819	858	747	63	537	80.447
../a3/NYC_En.fa	entb	k141_19856	858	425	48	411	81.265
../a3/NYC_En.fa	entb	k141_27497	858	579	19	159	86.164
../a3/NYC_En.fa	mdfa	k141_30883	1233	8946	93	1157	80.812
../a3/NYC_En.fa	mdfa	k141_17599	1233	21906	88	1082	79.482
../a3/NYC_En.fa	mdfa	k141_3340	1233	1339	87	1074	79.423
../a3/NYC_En.fa	mdfa	k141_10765	1233	993	80	989	79.272
../a3/NYC_En.fa	mdfa	k141_1863	1233	795	58	717	80.335
../a3/NYC_En.fa	mdfa	k141_8956	1233	696	48	588	82.483
../a3/NYC_En.fa	mdfa	k141_24132	1233	327	26	323	83.282
../a3/NYC_En.fa	mdfa	k141_19969	1233	846	52	651	75.115
../a3/NYC_En.fa	mdfa	k141_26849	1233	326	19	230	87.826
../a3/NYC_En.fa	mdfa	k141_22896	1233	344	27	332	80.120
../a3/NYC_En.fa	nfsa	k141_6526	723	6653	29	211	78.673
../a3/NYC_En.fa	asta	k141_11716	1035	13467	100	1040	80.769
../a3/NYC_En.fa	asta	k141_19501	1035	14752	100	1041	80.596
../a3/NYC_En.fa	asta	k141_14505	1035	7267	100	1038	80.154
../a3/NYC_En.fa	flha	k141_24002	2079	12634	99	2077	81.030
../a3/NYC_En.fa	flha	k141_18581	2079	1800	85	1779	81.338
../a3/NYC_En.fa	flha	k141_7164	2079	1419	60	1245	79.839
../a3/NYC_En.fa	flha	k141_20578	2079	456	22	456	79.605
../a3/NYC_En.fa	chey	k141_16346	390	2153	100	390	84.103
../a3/NYC_En.fa	chey	k141_24002	390	12634	100	391	83.376
../a3/NYC_En.fa	chey	k141_16784	390	2995	100	390	82.564
../a3/NYC_En.fa	chey	k141_27286	390	663	91	353	83.569
../a3/NYC_En.fa	flia	k141_25142	720	1553	95	687	85.444
../a3/NYC_En.fa	flia	k141_17468	720	20602	99	719	84.562
../a3/NYC_En.fa	flia	k141_22335	720	2191	99	719	84.145
../a3/NYC_En.fa	flia	k141_9305	720	9800	95	687	84.571
../a3/NYC_En.fa	flia	k141_24247	720	744	98	705	83.830
../a3/NYC_En.fa	flia	k141_25815	720	1070	23	164	93.293
../a3/NYC_En.fa	flia	k141_25818	720	205	23	164	92.683
../a3/NYC_En.fa	flia	k141_17225	720	2801	14	101	96.040
../a3/NYC_En.fa	gnd	k141_20006	1407	25398	99	1404	87.322
../a3/NYC_En.fa	gnd	k141_10351	1407	11946	69	975	86.256
../a3/NYC_En.fa	gnd	k141_13169	1407	10775	69	974	86.140
../a3/NYC_En.fa	gnd	k141_21270	1407	792	56	791	83.565
../a3/NYC_En.fa	gnd	k141_24822	1407	3430	35	490	87.551
../a3/NYC_En.fa	gnd	k141_23188	1407	587	41	582	82.646
../a3/NYC_En.fa	gnd	k141_5576	1407	611	31	443	87.359
../a3/NYC_En.fa	gnd	k141_21211	1407	415	29	413	86.441
../a3/NYC_En.fa	gnd	k141_6268	1407	392	26	369	87.534
../a3/NYC_En.fa	gnd	k141_8615	1407	633	10	146	90.411
../a3/NYC_En.fa	gnd	k141_8251	1407	12432	7	101	95.050
../a3/NYC_En.fa	galf	k141_28161	894	10369	98	883	81.653
../a3/NYC_En.fa	galf	k141_25781	894	658	32	287	85.366
../a3/NYC_En.fa	wcaj	k141_28161	1395	10369	99	1403	81.326
../a3/NYC_En.fa	wcaj	k141_28161	1395	10369	99	102	91.176
../a3/NYC_En.fa	wcaj	k141_25659	1395	7354	99	1397	81.031
../a3/NYC_En.fa	wcaj	k141_18731	1395	1275	31	434	87.097
../a3/NYC_En.fa	wcaj	k141_3144	1395	341	24	339	86.726
../a3/NYC_En.fa	wcaj	k141_438	1395	507	34	476	79.622
../a3/NYC_En.fa	wcaj	k141_16399	1395	307	22	305	86.230
../a3/NYC_En.fa	wcaj	k141_9289	1395	414	15	207	90.821
../a3/NYC_En.fa	manb	k141_5583	1371	555	38	529	78.639
../a3/NYC_En.fa	wcai	k141_25659	1224	7354	100	1231	80.341
../a3/NYC_En.fa	wcai	k141_17826	1224	53334	100	1229	79.984
../a3/NYC_En.fa	wcai	k141_21608	1224	4779	100	1229	79.984
../a3/NYC_En.fa	wcai	k141_13720	1224	621	48	593	77.740
../a3/NYC_En.fa	wcai	k141_27084	1224	1015	29	359	81.058
../a3/NYC_En.fa	gmd	k141_17826	1122	53334	99	1120	86.607
../a3/NYC_En.fa	gmd	k141_25878	1122	1952	94	1053	87.274
../a3/NYC_En.fa	gmd	k141_29335	1122	1089	95	1068	86.142
../a3/NYC_En.fa	gmd	k141_6314	1122	921	81	913	87.733
../a3/NYC_En.fa	gmd	k141_10347	1122	1233	75	845	86.982
../a3/NYC_En.fa	gmd	k141_7475	1122	420	37	420	90.238
../a3/NYC_En.fa	gmd	k141_6328	1122	447	39	432	89.352
../a3/NYC_En.fa	gmd	k141_2367	1122	444	38	431	88.399
../a3/NYC_En.fa	gmd	k141_8374	1122	468	32	359	86.630
../a3/NYC_En.fa	gmd	k141_18041	1122	303	27	300	87.000
../a3/NYC_En.fa	gmd	k141_18468	1122	712	17	191	87.958
../a3/NYC_En.fa	wza	k141_17826	1140	53334	100	1142	83.975
../a3/NYC_En.fa	wza	k141_18604	1140	6258	100	1142	83.800
